date,gpr_norm,epu_norm,vix_j01,vix_j02,vix_j03,vix_j04,vix_j05,vix_j06,vix_j07,vix_j08,vix_j09,vix_j10,vix_j11,vix_j12,vix_j13,vix_j14,vix_j15,vix_j16,vix_j17,vix_j18,vix_j19,vix_j20,vix_j21,vix_j22,bonds_return,dollar_return,gold_return,oil_return,silver_return,defense_return,btc_return
1990-01-01,0.08975680637354758,0.06989415576551668,0.11012915291278386,0.12304554633004805,0.13704960819157333,0.1491502373093019,0.15118966102448064,0.17756628208113953,0.18082936521196133,0.14833444707708685,0.21074097354416757,0.23385451147000472,0.20448673735992903,0.20421480728252397,0.2066621261138102,0.1816451295114969,0.23874914913257714,0.2118286679211082,0.22093811805274052,0.22420120118356232,0.2330387471704691,0.23521413592435034,0.24622704473245885,0.22053024886931247,,,,,,,
1990-02-01,0.08101980086917754,0.09654222489822907,0.21386811756896637,0.20639019603640515,0.20938137502250145,0.21142079873768013,0.20598232685297715,0.1989123004365235,0.19782460605958288,0.20720596033594077,0.198776335397821,0.17552683243328135,0.14371173949191943,0.1582596874409343,0.18545207279712875,0.20054382903559462,0.18218898966630695,0.19782460605958288,0.1960570864891297,0.18422841338148563,0.1747110681337458,0.19201401796723724,0.19201401796723724,0.19201401796723724,0.9445161265991575,0.947769325776978,,,,,
1990-03-01,0.060289918993250924,0.08774294647109059,0.17348740871810267,0.16587354807951846,0.17525492828855585,0.1551325434161355,0.13541807959250216,0.144119634608027,0.15173349524661114,0.1486063771544919,0.1619306397551841,0.14289597519238387,0.1314751712681678,0.11529572065276134,0.12440517078439367,0.1348742194376921,0.1490142722705994,0.1849082126423187,0.15390888400049238,0.1420802108928483,0.16138680553305354,0.1445275297241345,0.12671649864429788,0.14398366956932443,1.63173073623252,0.4278555234792942,,,,,
1990-04-01,0.0899675845386248,0.06419937811871111,0.18626783709666436,0.15363697985576683,0.17525492828855585,0.16410602850906528,0.1715839500416265,0.17892588060280565,0.17063222070338843,0.11679128421312995,0.14493539890756255,0.15785179232482674,0.15282118962355176,0.18395648330408063,0.18110126935668683,0.19292996839701046,0.20421480728252397,0.17076818574209093,0.15934738181787486,0.15105369598577809,0.17743031704243703,0.1411284815546102,0.16673690403250183,0.16673690403250183,4.409989334104661,-0.6639591102813436,,,,,
1990-05-01,0.10002763754366947,0.0773431269283422,0.12630862946086982,0.13840923264591895,0.11787897859007057,0.11067301306759392,0.11570358983618936,0.12712439376040544,0.12916381747558411,0.12848401821475106,0.14507136394626505,0.14955810649272996,0.14072058643850263,0.11651935413572492,0.11053704802889139,0.1095853186906533,0.1030591264963302,0.1182868737061781,0.10931338861324827,0.11638341502970193,0.11121684728972445,0.13065940696863224,0.1128484018214751,0.11189667248323701,-4.989692256788122,-0.0967442552364663,,,,,
1990-06-01,0.08582227525433728,0.08245433213067387,0.10808972919760518,0.12576476930605976,0.13365056002204903,0.11257647174407007,0.10523451525021141,0.11475186049795127,0.09789258468903222,0.10142759789725905,0.11203261158926003,0.11230454166666504,0.09191025264951919,0.11651935413572492,0.08280080251788685,0.08334466267269691,0.07586675410647548,0.138953092800729,0.10768183408149762,0.09721278542819917,0.0932698771038648,0.09571719593515104,0.08647178076481618,0.10445112543127258,-1.9965439401482297,-1.9877934501284351,,,,,
1990-07-01,0.09871885031943342,0.06101187125137157,0.09680489031209163,0.09476546659691296,0.11026511795148636,0.09884431402727031,0.10224336219679464,0.10577837540502144,0.10251529227419967,0.10768183408149762,0.10808972919760518,0.10346702161243773,0.10224336219679464,0.13269883068381091,0.1280761230986435,0.08823928736892961,0.19768864102088038,0.17199184515773405,0.15023793168624253,0.15118966102448064,0.16288239502610172,0.16342622924823222,0.16274642998739916,0.12580362572164605,-0.8338422185629336,-4.464630384705385,,,,,
1990-08-01,0.4464890297062989,0.13899797075920234,0.16995239550987581,0.15350101481706432,0.2664853687109022,0.36397007125016667,0.32100610446199374,0.26009516748796113,0.20734192537464327,0.22583275571531294,0.22569679067661044,0.20448673735992903,0.1926580383196054,0.24500338531681573,0.25003398801809074,0.23548604006907584,0.26866075746478335,0.291094470197108,0.3715839578214304,0.33704961597137717,0.27858597189595125,0.2716519364508797,0.24799453837023247,0.28212098510417816,5.808833983794794,-0.7022427124538859,,,,,
1990-09-01,0.31598719752664606,0.1781299671341942,0.2779061726351182,0.26349421565748543,0.28619985846721496,0.2663494036721997,0.2746430895042964,0.26159073104832975,0.2580557437727824,0.2745071244655939,0.2912304352358105,0.2774982775190107,0.2675730630878428,0.25479263470928115,0.26539767433396155,0.28416043475203634,0.2912304352358105,0.2674370980491403,0.25900747311102046,0.26553363937266405,0.2715159714121772,0.27148018294956716,0.27148018294956716,0.27148018294956716,-0.4524890448971678,-0.6490490639877555,,,,,
1990-10-01,0.22135261928568165,0.13657432996636487,0.2572399535405674,0.24663493984856635,0.25506456478668615,0.24976205794068565,0.2543847655258531,0.25696804939584184,0.2932698589509891,0.29979605114531227,0.33772941523221023,0.30999319565388517,0.30591432229084825,0.30333106435353907,0.3022433699765985,0.2781781027125233,0.2545207305645556,0.24649897480986385,0.2505778222402212,0.26023113252666363,0.27056424207393903,0.29381371910579923,0.30455472376918213,0.29068660101367993,-1.9462558575030102,-3.213888660461291,,,,,
1990-11-01,0.2528024101897458,0.15829644150449967,0.2870156227667505,0.28402446971333384,0.2815771508820476,0.2715159714121772,0.2954452736375498,0.29435757926060924,0.2422841364081245,0.22379333200013427,0.209925209244632,0.18694763635749737,0.182596858849735,0.16587354807951846,0.16057104123351798,0.1488783072318969,0.16247449990999416,0.16097891041694604,0.18518014271972374,0.18653976717406937,0.18789936569573548,0.20081575911299968,0.17702242192632947,0.2140817620968249,-4.613466160068889,-0.4211527505862296,,,,,
1990-12-01,0.24101507515858553,0.1312627439520231,0.17878994149678265,0.17525492828855585,0.16043507619481548,0.18327668404324757,0.18286878892714,0.19632901656653476,0.1986403703591185,0.1650577837799829,0.1891230251113786,0.19999999481346412,0.21359618749156137,0.18993881534359366,0.18953092022748616,0.19021071948831916,0.18382051826537812,0.2024473136447503,0.20448673735992903,0.2130523273367513,0.2163154104675731,0.23439834569213522,0.19337864524492487,0.19337864524492487,-2.2032752151867676,0.1686740034229372,,,,,
1991-01-01,0.7185123267118599,0.23410574019999664,0.23766145475563658,0.25547245990279366,0.2454112804329233,0.26934058265829597,0.28878311640452425,0.3284840000618754,0.3016995098217884,0.3193745758629225,0.367912979574501,0.36736911941969097,0.3271244015402093,0.2489462936411501,0.22093811805274052,0.2065261610751077,0.21427598675239443,0.20095172415170218,0.18653976717406937,0.17756628208113953,0.1891230251113786,0.19075457964312922,0.16628144319562602,0.16002718107870792,-0.620736838591323,-1.2964374913008696,,,,,
1991-02-01,0.6342608088222546,0.09076675782419903,0.1617947006491611,0.1729435744959721,0.16750507667858963,0.18409244834278313,0.19660094664393976,0.19360976765784352,0.1824608938110325,0.1783820463806751,0.15934738181787486,0.16777700675599463,0.14180828081544325,0.1454792590623726,0.1783820463806751,0.1582596874409343,0.16138680553305354,0.18653976717406937,0.15282118962355176,0.16478585370257784,0.16437795858647034,0.16938708902910604,0.16938708902910604,0.16938708902910604,-0.1246015748584729,2.504950108197196,,,,,
1991-03-01,0.23141789300210044,0.09285366138136748,0.16437795858647034,0.15934738181787486,0.15377294489446938,0.1551325434161355,0.1619306397551841,0.1586675566243623,0.15961928596260036,0.1316111363068703,0.09449353651950793,0.07885790715989224,0.07831405997142193,0.09041467612281079,0.09476546659691296,0.09381373725867487,0.10496261110548588,0.0999320084042109,0.10360298665114026,0.0974846895729247,0.10074777270374649,0.10523451525021141,0.11935417073404535,0.11935417073404535,0.3733636168057454,9.023715990061874,,,,,
1991-04-01,0.12400497914067993,0.07091326323136103,0.11257647174407007,0.11230454166666504,0.1151597556140588,0.12059822749876181,0.11543165975878433,0.11244050670536757,0.14928620234800447,0.14398366956932443,0.11012915291278386,0.12658055953827488,0.10006797344291343,0.09082255827257857,0.0860638986150484,0.09680489031209163,0.08891909959610242,0.10387491672854529,0.10713799985936709,0.1030591264963302,0.10890549349714074,0.11053704802889139,0.12413324070698864,0.12372534559088111,-0.3733636168057468,-0.5229863019956696,,,,,
1991-05-01,0.10459358469962896,0.05493624797783214,0.11733514436794001,0.11393609619841572,0.11012915291278386,0.11937456808311869,0.11312030596620062,0.11747110940664254,0.10917742357454577,0.11420802627582075,0.11583955487489186,0.12046226246005931,0.12562880426735726,0.11012915291278386,0.10197143211938961,0.10822569423630768,0.0942216064421029,0.09544526585774601,0.09476546659691296,0.08280080251788685,0.08878313455739989,0.09191025264951919,0.09354180718126984,0.09231814776562672,0.4975129623974797,1.7220291814764008,,,,,
